,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sample_type,max_torque_rpm
444,maruti wagon,2008,80000,100000,Petrol,Individual,Manual,Third Owner,17.3,1061,64.0,84.3402,5,TEST,3500.0
445,audi a,2013,2000000,35000,Diesel,Individual,Automatic,Second Owner,17.68,1968,174.33,380.0,5,TEST,2500.0
446,maruti ertiga,2016,725000,54000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,200.0,7,TEST,1750.0
447,mahindra tuv,2017,710000,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,TEST,2800.0
448,mercedes benz,2010,1200000,35000,Petrol,Individual,Automatic,Second Owner,10.93,2497,204.0,245.0,5,TEST,5000.0
449,hyundai eon,2017,300000,8000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,TEST,4000.0
450,honda city,2016,765000,80000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200.0,5,TEST,1750.0
451,hyundai verna,2019,990000,15000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151.0,5,TEST,4850.0
452,hyundai accent,2011,180000,70000,Petrol,Individual,Manual,First Owner,16.36,1495,93.7,124.6,5,TEST,3500.0
453,skoda rapid,2012,385000,116000,Petrol,Individual,Manual,First Owner,15.0,1598,103.5,153.0,5,TEST,3800.0
454,maruti a,2014,250000,40000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,90.0,5,TEST,3500.0
455,tata indigo,2012,170000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,135.0,5,TEST,2500.0
456,hyundai creta,2017,975000,41000,Diesel,Dealer,Manual,First Owner,20.5,1582,126.2,259.87,5,TEST,3000.0
457,hyundai elantra,2016,805000,49900,Petrol,Dealer,Manual,First Owner,16.3,1797,147.5,177.5,5,TEST,4700.0
458,maruti swift,2015,525000,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,TEST,2000.0
459,ford freestyle,2019,681000,10000,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120.0,5,TEST,4250.0
460,hyundai i,2017,650000,32331,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,219.7,5,TEST,2750.0
461,toyota innova,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7,TEST,3600.0
462,nissan micra,2014,361000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,104.0,5,TEST,4400.0
463,mahindra thar,2017,800000,60000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,247.0,6,TEST,2000.0
464,maruti swift,2019,600000,7500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113.0,5,TEST,4200.0
465,toyota innova,2015,1400000,170000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200.0,7,TEST,3400.0
466,hyundai i,2014,300000,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5,TEST,4500.0
467,toyota innova,2015,1000000,50000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200.0,8,TEST,3600.0
468,hyundai i,2015,500000,126000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,219.66,5,TEST,2750.0
469,hyundai verna,2009,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,146.1243,5,TEST,3000.0
470,honda city,2014,550000,110000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200.0,5,TEST,1750.0
471,hyundai santro,2009,195000,56000,Petrol,Dealer,Manual,Second Owner,19.3,1248,82.0,170.0,5,TEST,3000.0
472,maruti alto,2009,160000,70000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5,TEST,3000.0
473,tata tigor,2018,450000,35000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114.0,5,TEST,3500.0
474,maruti swift,2018,550000,5000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113.0,5,TEST,4200.0
475,maruti wagon,2005,130000,140000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,TEST,3500.0
476,mahindra scorpio,2003,200000,120000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,290.0,7,TEST,2800.0
477,maruti swift,2017,480000,55000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115.0,5,TEST,4000.0
478,honda civic,2009,250000,105000,Petrol,Individual,Automatic,Second Owner,12.9,1799,130.0,172.0,5,TEST,4300.0
479,maruti swift,2016,550000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,TEST,4200.0
480,tata indica,2012,135000,120000,Diesel,Individual,Manual,Second Owner,19.0,1405,71.0,135.0,5,TEST,2500.0
481,renault duster,2013,400000,44500,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,200.0,5,TEST,1900.0
482,maruti vitara,2017,775000,32000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200.0,5,TEST,1750.0
483,renault scala,2015,530000,110000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,200.0,5,TEST,2000.0
484,tata safari,2017,1100000,20000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,TEST,3000.0
485,ford ecosport,2018,750000,17000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,TEST,3250.0
486,mahindra kuv,2016,350000,49600,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,190.0,6,TEST,2250.0
487,hyundai grand,2016,470000,13500,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5,TEST,4000.0
488,audi a,2016,1898999,46000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,400.0,5,TEST,3000.0
489,ford figo,2011,190000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160.0,5,TEST,2000.0
490,mahindra scorpio,2014,645000,139000,Diesel,Individual,Automatic,First Owner,11.79,2179,120.0,290.0,8,TEST,2800.0
491,ford ecosport,2017,875000,77524,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,204.0,5,TEST,2750.0
492,maruti ertiga,2013,680000,37500,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,200.0,7,TEST,1750.0
493,hyundai grand,2015,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,114.0,5,TEST,4000.0
494,renault scala,2013,434999,120000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,200.0,5,TEST,2000.0
495,mahindra verito,2018,750000,22000,Diesel,Individual,Manual,First Owner,21.03,1461,65.0,160.0,5,TEST,2000.0
496,chevrolet aveo,2010,148000,70000,Petrol,Individual,Manual,Third Owner,14.7,1150,76.0,109.8384,5,TEST,4400.0
497,maruti swift,2016,459999,60000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,115.0,5,TEST,4000.0
498,tata aria,2014,525000,78000,Diesel,Dealer,Manual,Second Owner,15.05,2179,147.9,320.0,7,TEST,3000.0
499,maruti wagon,2012,260000,31000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,TEST,3500.0
500,hyundai i,2015,615000,72000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,TEST,2750.0
501,maruti eeco,2017,330000,90000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,5,TEST,3000.0
502,tata tiago,2017,328000,68000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114.0,5,TEST,3500.0
503,tata indica,2011,114999,172000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,85.0,5,TEST,2500.0
504,toyota innova,2017,1789999,36000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,343.0,8,TEST,2800.0
505,hyundai xcent,2015,320000,91000,Diesel,Individual,Manual,Third Owner,24.4,1120,71.0,180.4,5,TEST,2500.0
506,maruti wagon,2017,400000,65000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5,TEST,3500.0
507,hyundai eon,2013,275000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,TEST,4000.0
508,toyota etios,2011,420000,28100,Petrol,Individual,Manual,First Owner,19.3,1248,82.0,170.0,5,TEST,3000.0
509,toyota corolla,2017,1450000,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794,138.1,173.0,5,TEST,4000.0
510,nissan sunny,2013,375000,212000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,200.0,5,TEST,2000.0
511,maruti alto,2010,125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,62.0,5,TEST,3000.0
512,maruti esteem,1999,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298,85.0,110.0,5,TEST,4500.0
513,hyundai grand,2016,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114.0,5,TEST,4000.0
514,maruti alto,2012,275000,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5,TEST,3500.0
515,bmw x,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,TEST,2500.0
516,honda wr,2018,900000,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200.0,5,TEST,1750.0
517,ford endeavour,2016,2100000,80000,Diesel,Individual,Automatic,First Owner,10.91,3198,197.0,470.0,7,TEST,2500.0
518,tata nano,2015,130000,60000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,51.0,4,TEST,500.0
519,mahindra kuv,2018,500000,60000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115.0,6,TEST,3600.0
520,mercedes benz,2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987,254.79,620.0,5,TEST,2400.0
521,tata tigor,2018,450000,35000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114.0,5,TEST,3500.0
522,hyundai grand,2016,480000,30000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160.0,5,TEST,2750.0
523,hyundai creta,2018,1150000,44000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,259.9,5,TEST,2750.0
524,hyundai i,2011,270000,105000,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,219.6768,5,TEST,2750.0
525,toyota innova,2016,1525000,42163,Diesel,Dealer,Automatic,Second Owner,11.36,2755,171.5,360.0,7,TEST,3400.0
526,maruti ac,2007,45000,73257,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,TEST,2500.0
527,maruti alto,2009,150000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,62.0,5,TEST,3000.0
528,honda jazz,2017,670000,50000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,200.0,5,TEST,1750.0
529,honda jazz,2017,615000,40000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,110.0,5,TEST,4800.0
530,maruti alto,2016,260000,65000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,TEST,3500.0
531,maruti swift,2016,425000,120000,Diesel,Individual,Manual,Third Owner,26.59,1248,74.0,190.0,5,TEST,2000.0
532,hyundai i,2016,575000,53000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,219.7,5,TEST,2750.0
533,honda jazz,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,TEST,4800.0
534,tata indica,2010,300000,48000,Petrol,Individual,Manual,First Owner,15.8,1172,65.0,96.0,5,TEST,3000.0
535,hyundai i,2013,370000,120000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5,TEST,4000.0
536,maruti wagon,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5,TEST,3500.0
537,maruti wagon,2008,148000,80000,LPG,Individual,Manual,Second Owner,17.3,1061,57.5,76.4946,5,TEST,4500.0
538,honda jazz,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,TEST,4800.0
539,tata new,2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,320.0,7,TEST,2700.0
540,datsun redigo,2018,275000,20000,Petrol,Individual,Automatic,First Owner,23.0,999,67.0,91.0,5,TEST,4250.0
541,maruti alto,2013,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796,47.3,69.0,5,TEST,3500.0
542,maruti omni,2017,220000,40000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59.0,8,TEST,2500.0
543,hyundai xcent,2014,355000,121000,Petrol,Dealer,Manual,First Owner,19.1,1197,82.0,114.0,5,TEST,4000.0
544,opel astra,1998,68000,110000,Petrol,Individual,Manual,Third Owner,13.1,1598,77.0,121.0,5,TEST,2800.0
545,maruti alto,2014,220000,100000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,TEST,3500.0
546,renault duster,2013,550000,100600,Diesel,Individual,Manual,Third Owner,20.46,1461,83.8,200.0,5,TEST,1900.0
547,tata sumo,2011,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179,118.35,250.0,7,TEST,3000.0
548,hyundai i,2013,350000,70000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,219.6,5,TEST,2750.0
549,maruti eeco,2011,160000,100000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,101.0,7,TEST,3000.0
550,maruti celerio,2017,400000,30000,Petrol,Individual,Automatic,Second Owner,23.1,998,67.04,90.0,5,TEST,3500.0
551,chevrolet sail,2013,355000,68000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,205.0,5,TEST,1750.0
552,toyota corolla,2010,425000,83585,Diesel,Dealer,Manual,First Owner,21.43,1364,87.2,205.0,5,TEST,2800.0
553,maruti swift,2015,480000,87847,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,190.0,5,TEST,2000.0
554,hyundai i,2017,630000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,TEST,4000.0
555,mahindra xuv,2019,1000000,22000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,200.0,5,TEST,3500.0
556,ford fiesta,2011,350000,93500,Diesel,Individual,Manual,Second Owner,18.6,1388,67.0,160.0,5,TEST,2000.0
557,maruti ertiga,2018,775000,47000,Petrol,Dealer,Manual,Second Owner,16.02,1373,93.7,130.0,7,TEST,4000.0
558,jeep compass,2017,1650000,50000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,350.0,5,TEST,2500.0
559,hyundai i,2018,570000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,TEST,4000.0
560,maruti swift,2012,400000,58400,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,TEST,2000.0
561,mahindra tuv,2017,735000,70000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,TEST,2800.0
562,hyundai i,2017,670000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,TEST,2750.0
563,maruti s,2019,930000,15000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200.0,5,TEST,1750.0
564,hyundai santro,2010,165000,56000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,96.1,5,TEST,3000.0
565,maruti wagon,2007,80000,63000,Petrol,Individual,Automatic,Third Owner,18.9,1061,67.0,84.0,5,TEST,3500.0
566,maruti sx,2011,260000,65000,Petrol,Individual,Automatic,Third Owner,12.6,1586,103.3,145.0,5,TEST,4100.0
567,mahindra tuv,2016,770000,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,TEST,2800.0
568,chevrolet aveo,2010,125000,60000,Petrol,Individual,Manual,First Owner,15.26,1150,74.9,110.0,5,TEST,4400.0
569,mitsubishi pajero,2015,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,400.0,7,TEST,2500.0
570,tata tiago,2018,438999,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,TEST,3500.0
571,honda city,2018,1180000,5500,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,145.0,5,TEST,4600.0
572,honda city,2015,649000,39000,Petrol,Dealer,Manual,First Owner,17.4,1497,117.3,145.0,5,TEST,4600.0
573,ford ikon,2009,140000,140000,Diesel,Individual,Manual,Second Owner,13.8,1399,68.0,160.0,5,TEST,2000.0
574,hyundai santro,2001,52000,70000,Petrol,Individual,Manual,Second Owner,19.3,1248,82.0,170.0,5,TEST,3000.0
575,nissan micra,2017,500000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,104.0,5,TEST,4000.0
576,mahindra scorpio,2008,365000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,290.0,8,TEST,2800.0
577,toyota innova,2007,600000,260000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,200.06279999999998,7,TEST,3400.0
578,maruti omni,2012,175000,60000,Petrol,Individual,Manual,Third Owner,19.3,1248,82.0,170.0,5,TEST,3000.0
579,toyota corolla,2012,415000,125000,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,205.0,5,TEST,2800.0
580,volkswagen vento,2011,250000,140000,Petrol,Individual,Automatic,Second Owner,14.4,1598,103.6,153.0,5,TEST,3800.0
581,volvo v,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,TEST,2750.0
582,hyundai i,2015,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,TEST,4000.0
583,hyundai accent,2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,122.5875,5,TEST,3500.0
584,mahindra bolero,2017,660000,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,TEST,2200.0
585,volvo v,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,TEST,2750.0
586,chevrolet optra,2011,300000,119000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,305.0,5,TEST,2000.0
587,hyundai eon,2016,250000,110000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,TEST,4000.0
588,hyundai eon,2014,250000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,TEST,4000.0
589,skoda rapid,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5,TEST,3800.0
590,nissan sunny,2015,499000,61000,Diesel,Dealer,Manual,Second Owner,22.71,1461,84.8,200.0,5,TEST,2000.0
591,maruti ritz,2012,220000,70000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,190.0,5,TEST,2000.0
592,mahindra scorpio,2014,999000,25000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280.0,9,TEST,2800.0
593,maruti wagon,2015,320000,50000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5,TEST,3500.0
594,maruti ex,2003,55599,36088,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,TEST,2500.0
595,hyundai i,2013,380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,219.6,5,TEST,2750.0
596,maruti baleno,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5,TEST,2000.0
597,volvo v,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,TEST,2750.0
598,ford ecosport,2015,600000,135000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5,TEST,3250.0
599,ford figo,2017,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215.0,5,TEST,3000.0
600,bmw x,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,TEST,2500.0
601,hyundai i,2012,300000,120000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5,TEST,4000.0
602,maruti swift,2013,300000,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9,1248,74.0,190.0,5,TEST,2000.0
603,chevrolet beat,2012,150000,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,150.0,5,TEST,1750.0
604,hyundai eon,2013,200000,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,TEST,4000.0
605,tata safari,2015,600000,60000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,320.0,7,TEST,2700.0
606,honda amaze,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5,TEST,4800.0
607,tata indica,2014,160000,90000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,140.0,5,TEST,3000.0
608,mitsubishi lancer,2008,165000,120000,Diesel,Individual,Manual,Third Owner,14.8,1998,68.0,122.5875,5,TEST,3000.0
609,datsun redigo,2018,310000,7000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,91.0,5,TEST,4250.0
610,hyundai i,2016,530000,120000,Petrol,Individual,Manual,Second Owner,17.19,1197,81.86,114.73,5,TEST,4000.0
611,toyota innova,2016,1516000,120000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,360.0,7,TEST,3400.0
612,tata indica,2007,78000,38000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,102.0,5,TEST,2600.0
613,mahindra scorpio,2003,125000,120000,Diesel,Individual,Manual,Third Owner,12.7,2609,116.6,277.53810000000004,8,TEST,2200.0
614,mahindra xuv,2013,900000,18000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7,TEST,2800.0
615,hyundai verna,2018,950000,13887,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151.0,5,TEST,4850.0
616,renault kwid,2017,320000,28000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,TEST,4386.0
617,maruti omni,2016,240000,40000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59.0,5,TEST,2500.0
618,hyundai eon,2014,250000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,TEST,4000.0
619,maruti alto,2018,300000,30000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,TEST,3500.0
620,maruti baleno,2018,550000,30000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115.0,5,TEST,4000.0
621,chevrolet sail,2014,260000,38000,Diesel,Individual,Manual,First Owner,22.1,1248,74.0,190.0,5,TEST,1750.0
622,tata indigo,2004,100000,60000,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0,132.3945,5,TEST,2500.0
623,hyundai eon,2013,290000,40000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,TEST,4000.0
624,volkswagen ameo,2016,500000,35000,Petrol,Individual,Manual,First Owner,17.0,1198,73.75,110.0,5,TEST,3750.0
625,tata sumo,2010,235000,90000,Diesel,Individual,Manual,First Owner,14.0,1948,90.0,190.0,9,TEST,3000.0
626,maruti ac,2006,50000,40000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4,TEST,2500.0
627,hyundai i,2015,575000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,TEST,2750.0
628,maruti ertiga,2018,850000,59000,Diesel,Individual,Manual,First Owner,24.2,1498,93.87,225.0,7,TEST,2500.0
629,renault kwid,2016,315000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,TEST,4386.0
630,maruti swift,2018,630000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,TEST,4200.0
631,chevrolet enjoy,2016,280000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,172.5,7,TEST,1750.0
632,maruti zen,2010,180000,55000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,90.0,5,TEST,3500.0
633,nissan micra,2015,300000,80000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,104.0,5,TEST,4000.0
634,hyundai sonata,2010,500000,120000,Diesel,Individual,Manual,Second Owner,11.8,1991,150.0,314.8047,5,TEST,2000.0
635,toyota etios,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5,TEST,3000.0
636,mahindra supro,2018,400000,50000,Diesel,Individual,Manual,First Owner,23.5,909,45.0,98.0,8,TEST,3000.0
637,hyundai verna,2016,800000,80000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,259.9,5,TEST,2750.0
638,toyota camry,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,TEST,4500.0
639,toyota innova,2006,300000,140000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,200.06279999999998,8,TEST,3400.0
640,hyundai eon,2013,200000,68697,Petrol,Individual,Manual,Third Owner,21.1,814,55.2,74.5,5,TEST,4000.0
641,hyundai i,2011,350000,116500,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,219.6768,5,TEST,2750.0
642,maruti ritz,2012,320000,40000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,114.0,5,TEST,4000.0
643,mitsubishi pajero,2015,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,400.0,7,TEST,2500.0
644,toyota camry,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,TEST,4500.0
645,maruti baleno,2017,750000,51000,Petrol,Dealer,Automatic,First Owner,19.56,1197,81.8,113.0,5,TEST,4200.0
646,ford fiesta,2010,229999,170000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,159.85410000000002,5,TEST,2000.0
647,tata nano,2011,46000,25000,Petrol,Individual,Manual,Second Owner,26.0,624,35.0,48.0,4,TEST,3000.0
648,hyundai i,2018,700000,28451,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7,5,TEST,4000.0
649,maruti eeco,2017,400000,60000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,85.0,5,TEST,3000.0
650,toyota innova,2014,1019999,60000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200.0,7,TEST,3600.0
651,maruti ciaz,2018,850000,64000,Petrol,Dealer,Manual,First Owner,20.65,1462,103.25,138.0,5,TEST,4400.0
652,honda jazz,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,TEST,4800.0
653,jeep compass,2017,1511000,32000,Diesel,Individual,Manual,First Owner,16.3,1956,170.0,350.0,5,TEST,2500.0
654,toyota fortuner,2018,2940000,100000,Diesel,Dealer,Automatic,First Owner,12.9,2755,174.5,450.0,7,TEST,2400.0
655,maruti swift,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,TEST,4200.0
656,honda city,2016,750000,16151,Petrol,Dealer,Manual,First Owner,17.8,1497,117.3,145.0,5,TEST,4600.0
657,maruti zen,2007,160000,74800,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,90.0,5,TEST,3500.0
658,skoda rapid,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5,TEST,3800.0
659,ford ecosport,2018,880000,65000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,TEST,3250.0
660,hyundai sonata,2009,330000,180000,Diesel,Individual,Manual,First Owner,13.6,1991,142.0,323.63100000000003,5,TEST,2680.0
661,maruti wagon,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5,TEST,3500.0
662,maruti swift,2017,693000,58559,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,190.0,5,TEST,2000.0
663,hyundai i,2016,575000,53000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,219.7,5,TEST,2750.0
664,tata new,2008,300000,120000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,320.0,7,TEST,2700.0
665,maruti alto,2017,254000,40000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,TEST,3500.0
